Average,,7.113mV,0.883uA(F),0.921uA,1.002uA(F),2.652V,2.780V,2.652V,116.7V,116.8V,-0.07,-4.69Over(F),-0.00mA,5.654mR,Over,0.784V,Over,0.863V,Over,5.718nA,8.206nA(F),9.955nA,0.188nA,2.644V,-3.91nA,4.911nA,
STDEV,,7.7641,7.5549,0.2643,4.3391,0.0808,0.0843,0.0808,3.4019,3.4080,0.1363,4.6481,0.0002,0.3120,0.0000,0.0422,0.0000,0.0464,0.0000,2.4127,9.0020,0.6647,0.1676,0.1794,0.3247,0.3891,
Min Data,,003.5mV,-402.1uA,-000.2uA,------,------,------,------,113.7V,112.3V,-000.5,-290.2nA,-0.001mA,------,------,------,------,0.859V,------,004.0nA,005.8nA,9.999nA,-000.2nA,2.592V,-005.9nA,004.8nA,
Max Data,,175.3mV,237.4uA,002.1uA,269.4uA,2.735V,2.864V,2.735V,120.1V,120.2V,003.0,,0.000mA,5.932mR,------,0.797V,------,0.878V,------,021.2nA,426.2nA,9.999nA,000.9nA,2.734V,-003.7nA,005.9nA,

Serial#,Bin# 
3669,1,7.400E-003,7.000E-007,8.000E-007,1.100E-006,2.642E+000,2.770E+000,2.643E+000,1.165E+002,1.166E+002,1.000E-001,4.500E-009,0.000E+000,5.614E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,9.400E-009,9.500E-009,9.999E-009,0.000E+000,2.643E+000,4.000E-009,5.100E-009,
3670,1,4.600E-003,7.000E-007,8.000E-007,9.000E-007,2.674E+000,2.802E+000,2.675E+000,1.162E+002,1.162E+002,0.000E+000,4.900E-009,0.000E+000,5.616E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.200E-009,8.000E-009,9.999E-009,4.000E-010,2.676E+000,3.800E-009,5.100E-009,
3671,1,6.700E-003,9.000E-007,1.100E-006,9.000E-007,2.664E+000,2.791E+000,2.664E+000,1.159E+002,1.161E+002,2.000E-001,4.500E-009,0.000E+000,5.596E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,5.300E-009,8.100E-009,9.999E-009,1.000E-010,2.664E+000,4.200E-009,5.000E-009,
3672,1,6.100E-003,7.000E-007,1.000E-006,1.100E-006,2.652E+000,2.780E+000,2.652E+000,1.162E+002,1.163E+002,1.000E-001,4.900E-009,0.000E+000,5.624E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,6.500E-009,7.400E-009,9.999E-009,3.000E-010,2.653E+000,3.700E-009,5.100E-009,
3673,1,7.800E-003,1.100E-006,1.000E-006,7.000E-007,2.683E+000,2.812E+000,2.683E+000,1.159E+002,1.159E+002,0.000E+000,4.600E-009,0.000E+000,5.601E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.600E-009,8.300E-009,9.999E-009,0.000E+000,2.683E+000,4.000E-009,5.000E-009,
3674,1,6.100E-003,1.000E-006,1.200E-006,1.000E-006,2.681E+000,2.810E+000,2.681E+000,1.159E+002,1.160E+002,1.000E-001,4.700E-009,1.000E-006,5.618E-003,0.000E+000,7.840E-001,0.000E+000,8.630E-001,0.000E+000,4.400E-009,7.600E-009,9.999E-009,4.000E-010,2.682E+000,3.800E-009,5.000E-009,
3675,1,4.300E-003,1.000E-006,1.400E-006,9.000E-007,2.686E+000,2.813E+000,2.685E+000,1.160E+002,1.162E+002,2.000E-001,4.600E-009,1.000E-006,5.680E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.700E-009,6.800E-009,9.999E-009,4.000E-010,2.686E+000,3.700E-009,5.100E-009,
3676,1,5.600E-003,9.000E-007,9.000E-007,1.000E-006,2.675E+000,2.803E+000,2.675E+000,1.164E+002,1.165E+002,1.000E-001,4.600E-009,0.000E+000,5.682E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,5.100E-009,8.900E-009,9.999E-009,0.000E+000,2.676E+000,4.100E-009,4.600E-009,
3677,1,5.000E-003,9.000E-007,1.000E-006,8.000E-007,2.691E+000,2.818E+000,2.690E+000,1.163E+002,1.163E+002,0.000E+000,4.700E-009,0.000E+000,5.666E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.600E-009,7.300E-009,9.999E-009,4.000E-010,2.691E+000,3.900E-009,5.200E-009,
3678,1,4.600E-003,7.000E-007,1.000E-006,9.000E-007,2.649E+000,2.778E+000,2.650E+000,1.184E+002,1.185E+002,1.000E-001,4.600E-009,0.000E+000,5.749E-003,0.000E+000,7.880E-001,0.000E+000,8.700E-001,0.000E+000,5.700E-009,9.400E-009,9.999E-009,0.000E+000,2.651E+000,4.100E-009,4.800E-009,
3679,1,4.900E-003,8.000E-007,1.100E-006,1.000E-006,2.663E+000,2.791E+000,2.663E+000,1.170E+002,1.169E+002,1.000E-001,4.800E-009,0.000E+000,5.710E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.900E-009,6.400E-009,9.999E-009,3.000E-010,2.665E+000,3.900E-009,5.300E-009,
3680,1,6.700E-003,1.000E-006,8.000E-007,9.000E-007,2.639E+000,2.768E+000,2.640E+000,1.183E+002,1.184E+002,1.000E-001,4.400E-009,0.000E+000,5.712E-003,0.000E+000,7.870E-001,0.000E+000,8.690E-001,0.000E+000,8.700E-009,7.100E-009,9.999E-009,2.000E-010,2.641E+000,3.900E-009,5.400E-009,
3681,1,6.800E-003,1.000E-006,8.000E-007,1.000E-006,2.643E+000,2.771E+000,2.644E+000,1.176E+002,1.177E+002,1.000E-001,4.600E-009,0.000E+000,5.702E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,6.900E-009,8.400E-009,9.999E-009,2.000E-010,2.644E+000,3.800E-009,4.700E-009,
3682,1,6.100E-003,7.000E-007,1.200E-006,7.000E-007,2.640E+000,2.768E+000,2.640E+000,1.176E+002,1.176E+002,0.000E+000,4.600E-009,0.000E+000,5.726E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,8.600E-009,7.400E-009,9.999E-009,3.000E-010,2.640E+000,4.000E-009,5.300E-009,
3683,1,4.700E-003,1.000E-006,1.100E-006,7.000E-007,2.654E+000,2.783E+000,2.653E+000,1.182E+002,1.183E+002,1.000E-001,4.600E-009,0.000E+000,5.790E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,5.100E-009,8.000E-009,9.999E-009,3.000E-010,2.655E+000,3.800E-009,5.000E-009,
3684,1,4.300E-003,1.500E-006,1.100E-006,7.000E-007,2.670E+000,2.800E+000,2.671E+000,1.186E+002,1.187E+002,1.000E-001,4.800E-009,1.000E-006,5.818E-003,0.000E+000,7.880E-001,0.000E+000,8.700E-001,0.000E+000,4.500E-009,8.600E-009,9.999E-009,0.000E+000,2.672E+000,4.200E-009,4.900E-009,
3685,1,5.400E-003,7.000E-007,6.000E-007,8.000E-007,2.635E+000,2.763E+000,2.634E+000,1.168E+002,1.169E+002,1.000E-001,4.200E-009,0.000E+000,5.716E-003,0.000E+000,7.850E-001,0.000E+000,8.660E-001,0.000E+000,4.300E-009,8.100E-009,9.999E-009,3.000E-010,2.635E+000,3.900E-009,5.100E-009,
3686,1,5.600E-003,1.000E-006,1.000E-006,1.000E-006,2.673E+000,2.804E+000,2.672E+000,1.185E+002,1.187E+002,2.000E-001,4.900E-009,0.000E+000,5.840E-003,0.000E+000,7.890E-001,0.000E+000,8.730E-001,0.000E+000,4.300E-009,7.900E-009,9.999E-009,3.000E-010,2.674E+000,3.900E-009,5.200E-009,
3687,1,5.700E-003,8.000E-007,5.000E-007,9.000E-007,2.604E+000,2.731E+000,2.604E+000,1.181E+002,1.182E+002,1.000E-001,4.600E-009,0.000E+000,5.713E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,1.050E-008,8.100E-009,9.999E-009,3.000E-010,2.605E+000,4.100E-009,4.800E-009,
3688,1,5.400E-003,7.000E-007,1.000E-006,9.000E-007,2.611E+000,2.738E+000,2.611E+000,1.176E+002,1.179E+002,3.000E-001,5.000E-009,0.000E+000,5.716E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,1.070E-008,7.700E-009,9.999E-009,3.000E-010,2.612E+000,3.900E-009,5.200E-009,
3689,1,6.200E-003,7.000E-007,1.000E-006,1.000E-006,2.597E+000,2.723E+000,2.597E+000,1.177E+002,1.179E+002,2.000E-001,4.500E-009,0.000E+000,5.713E-003,0.000E+000,7.880E-001,0.000E+000,8.670E-001,0.000E+000,5.400E-009,8.800E-009,9.999E-009,3.000E-010,2.597E+000,3.900E-009,5.000E-009,
3690,1,7.600E-003,1.200E-006,9.000E-007,9.000E-007,2.602E+000,2.728E+000,2.602E+000,1.184E+002,1.184E+002,0.000E+000,5.200E-009,0.000E+000,5.744E-003,0.000E+000,7.850E-001,0.000E+000,8.650E-001,0.000E+000,8.400E-009,8.000E-009,9.999E-009,1.000E-010,2.603E+000,3.900E-009,5.200E-009,
3691,1,9.200E-003,9.000E-007,1.000E-006,9.000E-007,2.597E+000,2.723E+000,2.596E+000,1.179E+002,1.182E+002,3.000E-001,4.500E-009,0.000E+000,5.717E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,1.350E-008,8.600E-009,9.999E-009,3.000E-010,2.597E+000,4.000E-009,5.000E-009,
3692,1,5.000E-003,9.000E-007,1.100E-006,1.100E-006,2.592E+000,2.719E+000,2.593E+000,1.184E+002,1.185E+002,1.000E-001,4.900E-009,0.000E+000,5.740E-003,0.000E+000,7.850E-001,0.000E+000,8.660E-001,0.000E+000,9.000E-009,8.600E-009,9.999E-009,3.000E-010,2.594E+000,3.900E-009,5.200E-009,
3693,1,8.900E-003,8.000E-007,1.000E-006,1.000E-006,2.615E+000,2.742E+000,2.613E+000,1.171E+002,1.171E+002,0.000E+000,4.500E-009,0.000E+000,5.686E-003,0.000E+000,7.870E-001,0.000E+000,8.640E-001,0.000E+000,1.110E-008,6.900E-009,9.999E-009,3.000E-010,2.615E+000,3.900E-009,5.000E-009,
3694,1,6.300E-003,7.000E-007,8.000E-007,1.000E-006,2.607E+000,2.734E+000,2.607E+000,1.176E+002,1.179E+002,3.000E-001,5.000E-009,0.000E+000,5.692E-003,0.000E+000,7.850E-001,0.000E+000,8.660E-001,0.000E+000,1.230E-008,7.800E-009,9.999E-009,1.000E-010,2.607E+000,4.000E-009,5.200E-009,
3695,1,4.900E-003,1.000E-006,6.000E-007,9.000E-007,2.620E+000,2.747E+000,2.621E+000,1.175E+002,1.175E+002,0.000E+000,4.400E-009,0.000E+000,5.685E-003,0.000E+000,7.870E-001,0.000E+000,8.630E-001,0.000E+000,5.000E-009,7.700E-009,9.999E-009,3.000E-010,2.621E+000,3.900E-009,4.900E-009,
3696,1,5.000E-003,8.000E-007,1.300E-006,9.000E-007,2.639E+000,2.766E+000,2.639E+000,1.167E+002,1.168E+002,1.000E-001,4.900E-009,0.000E+000,5.672E-003,0.000E+000,7.840E-001,0.000E+000,8.660E-001,0.000E+000,6.700E-009,7.900E-009,9.999E-009,2.000E-010,2.639E+000,4.000E-009,5.000E-009,
3697,1,5.500E-003,9.000E-007,1.800E-006,8.000E-007,2.612E+000,2.739E+000,2.612E+000,1.168E+002,1.169E+002,1.000E-001,4.500E-009,0.000E+000,5.636E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,5.200E-009,7.700E-009,9.999E-009,3.000E-010,2.613E+000,3.900E-009,5.000E-009,
3698,1,4.600E-003,8.000E-007,3.000E-007,1.000E-006,2.615E+000,2.742E+000,2.615E+000,1.171E+002,1.171E+002,0.000E+000,4.900E-009,0.000E+000,5.660E-003,0.000E+000,7.830E-001,0.000E+000,8.630E-001,0.000E+000,5.200E-009,8.300E-009,9.999E-009,1.000E-010,2.616E+000,3.900E-009,5.100E-009,
3699,1,4.400E-003,7.000E-007,7.000E-007,9.000E-007,2.607E+000,2.733E+000,2.607E+000,1.167E+002,1.167E+002,0.000E+000,5.000E-009,0.000E+000,5.660E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,5.800E-009,8.400E-009,9.999E-009,2.000E-010,2.608E+000,4.100E-009,4.900E-009,
3700,1,4.500E-003,1.000E-006,1.100E-006,1.000E-006,2.609E+000,2.736E+000,2.610E+000,1.166E+002,1.168E+002,2.000E-001,4.500E-009,0.000E+000,5.641E-003,0.000E+000,7.830E-001,0.000E+000,8.630E-001,0.000E+000,5.500E-009,6.800E-009,9.999E-009,1.000E-010,2.611E+000,4.200E-009,5.400E-009,
3701,1,5.800E-003,8.000E-007,1.500E-006,1.000E-006,2.596E+000,2.723E+000,2.596E+000,1.168E+002,1.168E+002,0.000E+000,4.800E-009,1.000E-006,5.633E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,7.100E-009,8.600E-009,9.999E-009,2.000E-010,2.597E+000,4.000E-009,4.700E-009,
3702,1,5.000E-003,1.200E-006,7.000E-007,1.100E-006,2.601E+000,2.727E+000,2.601E+000,1.167E+002,1.167E+002,0.000E+000,4.800E-009,0.000E+000,5.606E-003,0.000E+000,7.830E-001,0.000E+000,8.640E-001,0.000E+000,6.100E-009,7.600E-009,9.999E-009,2.000E-010,2.602E+000,4.200E-009,5.300E-009,
3703,1,6.500E-003,7.000E-007,1.200E-006,1.000E-006,2.585E+000,2.710E+000,2.585E+000,1.173E+002,1.175E+002,2.000E-001,4.800E-009,0.000E+000,5.688E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,9.400E-009,8.400E-009,9.999E-009,3.000E-010,2.586E+000,3.900E-009,4.800E-009,
3704,1,5.100E-003,1.200E-006,8.000E-007,1.000E-006,2.593E+000,2.719E+000,2.592E+000,1.173E+002,1.173E+002,0.000E+000,4.800E-009,0.000E+000,5.668E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,9.400E-009,7.100E-009,9.999E-009,3.000E-010,2.593E+000,4.200E-009,5.200E-009,
3705,1,6.400E-003,1.000E-006,1.200E-006,9.000E-007,2.673E+000,2.802E+000,2.673E+000,1.155E+002,1.155E+002,0.000E+000,4.700E-009,0.000E+000,5.581E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,4.600E-009,8.400E-009,9.999E-009,3.000E-010,2.674E+000,3.800E-009,4.900E-009,
3706,1,5.700E-003,7.000E-007,1.000E-006,1.000E-006,2.590E+000,2.717E+000,2.590E+000,1.171E+002,1.172E+002,1.000E-001,4.800E-009,0.000E+000,5.701E-003,0.000E+000,7.840E-001,0.000E+000,8.650E-001,0.000E+000,7.900E-009,7.900E-009,9.999E-009,1.000E-010,2.591E+000,3.900E-009,5.300E-009,
3707,1,6.400E-003,9.000E-007,8.000E-007,1.000E-006,2.688E+000,2.816E+000,2.688E+000,1.159E+002,1.158E+002,1.000E-001,4.500E-009,0.000E+000,5.641E-003,0.000E+000,7.860E-001,0.000E+000,8.620E-001,0.000E+000,4.400E-009,8.300E-009,9.999E-009,3.000E-010,2.689E+000,3.900E-009,4.900E-009,
3708,1,4.800E-003,9.000E-007,3.000E-007,1.000E-006,2.682E+000,2.810E+000,2.683E+000,1.157E+002,1.157E+002,0.000E+000,4.700E-009,0.000E+000,5.633E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.400E-009,7.100E-009,9.999E-009,2.000E-010,2.683E+000,4.000E-009,5.100E-009,
3709,1,4.200E-003,8.000E-007,1.000E-006,1.100E-006,2.684E+000,2.813E+000,2.684E+000,1.159E+002,1.158E+002,1.000E-001,4.900E-009,0.000E+000,5.674E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.500E-009,8.300E-009,9.999E-009,3.000E-010,2.686E+000,3.900E-009,5.100E-009,
3710,1,4.700E-003,1.300E-006,6.000E-007,9.000E-007,2.677E+000,2.806E+000,2.678E+000,1.159E+002,1.160E+002,1.000E-001,4.200E-009,0.000E+000,5.660E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,4.300E-009,6.900E-009,9.999E-009,3.000E-010,2.678E+000,3.800E-009,4.800E-009,
3711,1,4.900E-003,1.200E-006,8.000E-007,9.000E-007,2.676E+000,2.805E+000,2.677E+000,1.159E+002,1.159E+002,0.000E+000,5.000E-009,0.000E+000,5.664E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.600E-009,7.300E-009,9.999E-009,3.000E-010,2.678E+000,4.100E-009,5.300E-009,
3712,1,4.900E-003,4.000E-007,1.100E-006,1.000E-006,2.675E+000,2.803E+000,2.675E+000,1.157E+002,1.153E+002,4.000E-001,4.300E-009,0.000E+000,5.621E-003,0.000E+000,7.840E-001,0.000E+000,8.630E-001,0.000E+000,4.600E-009,7.500E-009,9.999E-009,2.000E-010,2.675E+000,3.800E-009,4.900E-009,
3713,1,6.200E-003,1.500E-006,4.000E-007,9.000E-007,2.673E+000,2.802E+000,2.673E+000,1.158E+002,1.158E+002,0.000E+000,5.000E-009,0.000E+000,5.628E-003,0.000E+000,7.830E-001,0.000E+000,8.640E-001,0.000E+000,4.800E-009,8.400E-009,9.999E-009,2.000E-010,2.674E+000,4.000E-009,5.100E-009,
3714,1,5.200E-003,1.200E-006,1.000E-006,8.000E-007,2.669E+000,2.797E+000,2.668E+000,1.159E+002,1.160E+002,1.000E-001,4.700E-009,0.000E+000,5.645E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,5.000E-009,7.000E-009,9.999E-009,3.000E-010,2.669E+000,4.000E-009,5.500E-009,
3715,1,5.300E-003,8.000E-007,1.000E-006,9.000E-007,2.669E+000,2.797E+000,2.669E+000,1.168E+002,1.167E+002,1.000E-001,4.600E-009,0.000E+000,5.672E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.300E-009,8.800E-009,9.999E-009,3.000E-010,2.669E+000,3.700E-009,4.700E-009,
3716,1,9.800E-003,1.400E-006,9.000E-007,1.000E-006,2.672E+000,2.799E+000,2.672E+000,1.168E+002,1.168E+002,0.000E+000,4.800E-009,0.000E+000,5.672E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,4.400E-009,7.900E-009,9.999E-009,1.000E-010,2.673E+000,4.000E-009,5.300E-009,
3717,1,8.600E-003,1.000E-006,9.000E-007,8.000E-007,2.667E+000,2.794E+000,2.667E+000,1.166E+002,1.167E+002,1.000E-001,4.800E-009,0.000E+000,5.662E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,4.300E-009,9.000E-009,9.999E-009,0.000E+000,2.668E+000,3.900E-009,4.700E-009,
3718,1,4.700E-003,9.000E-007,1.300E-006,1.000E-006,2.672E+000,2.800E+000,2.672E+000,1.167E+002,1.168E+002,1.000E-001,4.800E-009,0.000E+000,5.672E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,4.500E-009,7.600E-009,9.999E-009,1.000E-010,2.672E+000,4.000E-009,5.000E-009,
3719,1,4.600E-003,1.200E-006,6.000E-007,8.000E-007,2.605E+000,2.732E+000,2.605E+000,1.166E+002,1.168E+002,2.000E-001,4.600E-009,0.000E+000,5.674E-003,0.000E+000,7.840E-001,0.000E+000,8.610E-001,0.000E+000,4.900E-009,8.100E-009,9.999E-009,3.000E-010,2.606E+000,3.900E-009,4.900E-009,
3720,1,4.300E-003,1.100E-006,1.100E-006,9.000E-007,2.655E+000,2.783E+000,2.654E+000,1.165E+002,1.166E+002,1.000E-001,4.800E-009,0.000E+000,5.650E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,4.400E-009,7.600E-009,9.999E-009,1.000E-010,2.656E+000,3.900E-009,5.100E-009,
3721,1,5.100E-003,1.000E-006,7.000E-007,1.000E-006,2.587E+000,2.714E+000,2.587E+000,1.179E+002,1.182E+002,3.000E-001,4.500E-009,0.000E+000,5.756E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.400E-009,7.600E-009,9.999E-009,4.000E-010,2.589E+000,3.900E-009,4.900E-009,
3722,1,4.600E-003,1.100E-006,1.000E-006,9.000E-007,2.590E+000,2.717E+000,2.591E+000,1.170E+002,1.174E+002,4.000E-001,4.300E-009,0.000E+000,5.680E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.600E-009,6.500E-009,9.999E-009,5.000E-010,2.592E+000,3.700E-009,5.000E-009,
3723,1,5.000E-003,6.000E-007,1.000E-006,1.200E-006,2.600E+000,2.729E+000,2.600E+000,1.180E+002,1.182E+002,2.000E-001,4.600E-009,0.000E+000,5.732E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,6.100E-009,6.100E-009,9.999E-009,7.000E-010,2.601E+000,3.700E-009,5.200E-009,
3724,1,5.500E-003,1.000E-006,1.000E-006,8.000E-007,2.591E+000,2.719E+000,2.591E+000,1.181E+002,1.183E+002,2.000E-001,4.900E-009,0.000E+000,5.761E-003,0.000E+000,7.830E-001,0.000E+000,8.630E-001,0.000E+000,4.500E-009,1.010E-008,9.999E-009,1.000E-010,2.593E+000,4.200E-009,5.000E-009,
3725,1,5.200E-003,1.400E-006,1.000E-006,1.000E-006,2.600E+000,2.728E+000,2.602E+000,1.177E+002,1.177E+002,0.000E+000,4.600E-009,0.000E+000,5.672E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,8.300E-009,7.200E-009,9.999E-009,3.000E-010,2.601E+000,3.700E-009,5.100E-009,
3726,1,4.400E-003,1.100E-006,6.000E-007,1.000E-006,2.639E+000,2.766E+000,2.638E+000,1.182E+002,1.184E+002,2.000E-001,4.700E-009,0.000E+000,5.764E-003,0.000E+000,7.890E-001,0.000E+000,8.720E-001,0.000E+000,4.300E-009,9.000E-009,9.999E-009,2.000E-010,2.639E+000,4.000E-009,5.100E-009,
3727,1,7.100E-003,1.200E-006,7.000E-007,1.000E-006,2.673E+000,2.801E+000,2.673E+000,1.162E+002,1.163E+002,1.000E-001,4.700E-009,0.000E+000,5.638E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,6.100E-009,9.100E-009,9.999E-009,2.000E-010,2.675E+000,3.900E-009,4.500E-009,
3728,1,5.100E-003,8.000E-007,6.000E-007,8.000E-007,2.652E+000,2.781E+000,2.653E+000,1.163E+002,1.163E+002,0.000E+000,4.700E-009,0.000E+000,5.640E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,8.600E-009,7.200E-009,9.999E-009,2.000E-010,2.654E+000,4.200E-009,5.400E-009,
3729,1,1.000E-002,1.000E-006,5.000E-007,9.000E-007,2.694E+000,2.823E+000,2.695E+000,1.161E+002,1.162E+002,1.000E-001,4.800E-009,0.000E+000,5.658E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.600E-009,7.700E-009,9.999E-009,1.000E-010,2.697E+000,3.900E-009,4.700E-009,
3730,1,7.700E-003,1.200E-006,7.000E-007,1.300E-006,2.688E+000,2.817E+000,2.688E+000,1.160E+002,1.161E+002,1.000E-001,4.700E-009,0.000E+000,5.640E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,5.100E-009,7.100E-009,9.999E-009,1.000E-010,2.689E+000,4.100E-009,5.400E-009,
3731,1,4.900E-003,1.100E-006,1.000E-006,1.000E-006,2.701E+000,2.830E+000,2.701E+000,1.160E+002,1.162E+002,2.000E-001,5.000E-009,0.000E+000,5.634E-003,0.000E+000,7.880E-001,0.000E+000,8.660E-001,0.000E+000,4.600E-009,8.400E-009,9.999E-009,2.000E-010,2.703E+000,3.900E-009,5.100E-009,
3732,1,4.900E-003,8.000E-007,7.000E-007,9.000E-007,2.696E+000,2.825E+000,2.697E+000,1.161E+002,1.162E+002,1.000E-001,4.600E-009,0.000E+000,5.648E-003,0.000E+000,7.840E-001,0.000E+000,8.630E-001,0.000E+000,4.400E-009,6.700E-009,9.999E-009,3.000E-010,2.698E+000,3.700E-009,5.000E-009,
3733,1,4.500E-003,3.000E-007,7.000E-007,7.000E-007,2.665E+000,2.791E+000,2.665E+000,1.162E+002,1.162E+002,0.000E+000,4.600E-009,0.000E+000,5.624E-003,0.000E+000,7.840E-001,0.000E+000,8.600E-001,0.000E+000,4.600E-009,8.700E-009,9.999E-009,0.000E+000,2.665E+000,4.200E-009,5.000E-009,
3734,1,6.100E-003,9.000E-007,8.000E-007,1.100E-006,2.695E+000,2.823E+000,2.695E+000,1.162E+002,1.163E+002,1.000E-001,4.800E-009,0.000E+000,5.668E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.500E-009,7.300E-009,9.999E-009,3.000E-010,2.696E+000,3.800E-009,4.900E-009,
3735,1,4.300E-003,7.000E-007,1.000E-006,8.000E-007,2.669E+000,2.796E+000,2.668E+000,1.166E+002,1.166E+002,0.000E+000,4.600E-009,1.000E-006,5.648E-003,0.000E+000,7.830E-001,0.000E+000,8.620E-001,0.000E+000,4.300E-009,9.100E-009,9.999E-009,0.000E+000,2.669E+000,4.200E-009,5.000E-009,
3736,1,4.600E-003,1.100E-006,1.000E-006,1.000E-006,2.661E+000,2.789E+000,2.662E+000,1.164E+002,1.165E+002,1.000E-001,4.700E-009,0.000E+000,5.658E-003,0.000E+000,7.830E-001,0.000E+000,8.620E-001,0.000E+000,4.100E-009,6.900E-009,9.999E-009,4.000E-010,2.662E+000,3.800E-009,4.900E-009,
3737,1,3.900E-003,1.100E-006,8.000E-007,1.000E-006,2.662E+000,2.791E+000,2.663E+000,1.159E+002,1.159E+002,0.000E+000,4.600E-009,0.000E+000,5.556E-003,0.000E+000,7.830E-001,0.000E+000,8.600E-001,0.000E+000,5.200E-009,8.600E-009,9.999E-009,1.000E-010,2.664E+000,4.200E-009,5.000E-009,
3738,1,5.200E-003,1.500E-006,1.000E-006,8.000E-007,2.662E+000,2.789E+000,2.662E+000,1.166E+002,1.166E+002,0.000E+000,4.900E-009,0.000E+000,5.646E-003,0.000E+000,7.870E-001,0.000E+000,8.640E-001,0.000E+000,4.500E-009,8.900E-009,9.999E-009,0.000E+000,2.662E+000,4.000E-009,5.000E-009,
3739,1,4.600E-003,1.000E-006,9.000E-007,1.000E-006,2.628E+000,2.756E+000,2.628E+000,1.166E+002,1.166E+002,0.000E+000,4.700E-009,0.000E+000,5.581E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,9.400E-009,6.500E-009,9.999E-009,0.000E+000,2.630E+000,4.100E-009,5.300E-009,
3740,1,1.300E-002,6.000E-007,7.000E-007,9.000E-007,2.643E+000,2.771E+000,2.644E+000,1.161E+002,1.162E+002,1.000E-001,4.600E-009,0.000E+000,5.540E-003,0.000E+000,7.880E-001,0.000E+000,8.670E-001,0.000E+000,6.600E-009,7.100E-009,9.999E-009,3.000E-010,2.645E+000,4.100E-009,5.400E-009,
3741,1,5.100E-003,1.000E-006,7.000E-007,1.000E-006,2.619E+000,2.747E+000,2.619E+000,1.162E+002,1.162E+002,0.000E+000,4.700E-009,0.000E+000,5.553E-003,0.000E+000,7.890E-001,0.000E+000,8.690E-001,0.000E+000,6.000E-009,7.700E-009,9.999E-009,3.000E-010,2.620E+000,3.900E-009,5.200E-009,
3742,1,6.700E-003,1.100E-006,1.100E-006,9.000E-007,2.633E+000,2.761E+000,2.633E+000,1.172E+002,1.173E+002,1.000E-001,4.400E-009,0.000E+000,5.665E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,6.000E-009,6.700E-009,9.999E-009,4.000E-010,2.633E+000,3.700E-009,5.000E-009,
