SheetName,Structure,Origin,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Validation,XML File,Unnamed: 6,UVA,UVA.1,UVA.2,USR,Comments,File:,7G0FN07-92118-01_3_20190121_094231_1061C.stdf,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,20170927,PinId renamed to PinIndex,dataPOWER used,dataPOWER,FILE,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170114081437.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170125052513.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170128170445.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170206115713.stdf,AP0102_PC6S61_CP2_PC6S61-06G3_20170124154639.stdf,AP0202_P48P98_CP2_P48P98-20F6_20160310175436.stdf,P010A0TBAC-K1-SWF_PCBH24_PCBH24-01G6_20170121055708.stdf,ATH03_AP0202_CKF190004_619ON04E_20160518_12h49m04s_RS_1M.stdf.txt,1_AP0202_1_619ON04E_20160518_12h58m36s_FT_1.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_13h29m20s_FT_1A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_14h11m29s_FT_1B.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h31m45s_RS_2A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h49m41s_RS_3A.stdf.txt,AT10_AP0100A_MY5526709D_737ON40E_20171003_13h40m05s_FT_1A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_22h40m55s_FT_1A.stdf,ATH03_AP0102_CKG350016_735ON11E_20170910_14h40m09s_RS_1M.stdf,ATH03_AP0202_CKG080039_708ON39E_20170402_03h12m01s_FT_1A.stdf,ATH10_AP0100A_MY5526709A_737ON37E_20171003_08h29m44s_RS_2A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_13h49m55s_FT_1A.stdf,P010A0TBAC-K1-SWF_P4KA33_P4KA33-01F0_20160402053641.stdf,print TEST_TXTs PTR MPR FTR,awk -F': ' '/^PTR|^MPR|^FTR/ { PRINT=1; } /^$/ { PRINT=0; } /^   TEST_TXT:/ { if ( PRINT == 1 ) { print($0); } }',TestCount should be renamed to TestsExecuted
STDFXML dataPOWER - Mapping,,,MIR,19,TEST_COD,,,Lot,TestCode,FINAL,FINAL,PKGSORT,,,,,,,,,,,APTINA REQUESTED,"Program[Part]
<PREFIX>_<JOB_NAM>:<TEST_COD>:<MODE_COD>
Step[Part]
<EXEC_TYP>:<EXEC_VER>",,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,20,TST_TEMP,,,Lot,TestTemperature,85C,-40C,25,,,,,,,,,,,APTINA REQUESTED,Equip5,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,21,USER_TXT,,,Lot,UserText,,,CKF190004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,22,AUX_FILE,,,Lot,AUXFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,23,PKG_TYP,,,Lot,PackageType,,,,,,,,,,,,,,APTINA REQUESTED,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,24,FAMLY_ID,,,Lot,FamilyId,AP0100,AP0200,AP0202,,,,,,,,,,,APTINA REQUESTED,Family,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,25,DATE_COD,,,Lot,DateCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,26,FACIL_ID,,,Lot,FacilityId,KYEC,TSMC,ASEM,,,,,,,,,,,APTINA REQUESTED,Fab,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,27,FLOOR_ID,,,Lot,FloorId,LCP,LCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,28,PROC_ID,,,Lot,ProcessId,65nm,65nm,65nm,,,,,,,,,,,APTINA REQUESTED,Technology,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,29,OPER_FRQ,,,Lot,OperationFrequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,30,SPEC_NAM,,,Lot,SpecName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,31,SPEC_VER,,,Lot,SpecVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,32,FLOW_ID,,,Lot,FlowId,UNITPROBE_CP1,UNITPROBE_2,,,,,,,,,,,,True,Stage,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,33,SETUP_ID,,,Lot,SetupId,980574,892344,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,34,DSGN_REV,,,Lot,DesignRevision,CREV2,0032001D,CREV1,,,,,,,,,,,APTINA REQUESTED,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,35,ENG_ID,,,Lot,EngLotId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,36,ROM_COD,,,Lot,ROMCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,37,SERL_NUM,,,Lot,TesterSerial,hp93k_78,hp93k_88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MIR,38,SUPR_NAM,,,Lot,SupervisorName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MRR,1,FINISH_T,yyyy/mm/dd hh24:mi:ss,,Lot,FinishTime,2013/05/04 01:51:16 [1367632276],2016/03/10 20:30:08 [1457641808],2016/05/18 16:19:42 [1463588382],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MRR,2,DISP_COD,,,Lot,LotDispoCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MRR,3,USR_DESC,,,Lot,LotUserDesc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,MRR,4,EXC_DESC,,,Lot,LotExecDesc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,1,HEAD_NUM,,INDEX,Site,Head,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,2,SITE_GRP,,INDEX,Site,SiteGroup,2,2,2,,Joins SDR-WIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,3,SITE_CNT,,,Site,SiteCount,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,4,SITE_NUM,,INDEX,Site,Site,1,1,1,,!Only ONE representative! SITE_NUM array,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,5,HAND_TYP,,,Site,HandlerType,,,HON507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,6,HAND_ID,,,Site,HandlerId,,,HT49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,7,CARD_TYP,,,Site,CardType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,8,CARD_ID,,,Site,CardId,PH004JU004-002,PH004JU006-002,,,,,,,,,,,,True,Equip4,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,9,LOAD_TYP,,,Site,LoadBoardType,,,APO200-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,10,LOAD_ID,,,Site,LoadBoardId,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,11,DIB_TYP,,,Site,DIBBoardType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,12,DIB_ID,,,Site,DIBBoardId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,13,CABL_TYP,,,Site,CableType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,14,CABL_ID,,,Site,CableId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,15,CONT_TYP,,,Site,ContactorType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,16,CONT_ID,,,Site,ContactorId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,17,LASR_TYP,,,Site,LaserType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,18,LASR_ID,,,Site,LaserId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,19,EXTR_TYP,,,Site,ExtraEquipmentType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SDR,20,EXTR_ID,,,Site,ExtraEquipmentId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,,,Sequence of PMR record 1 .. N,INDEX,Pin,Id,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,1,PMR_INDX,,INDEX,Pin,PinId,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,2,CHAN_TYP,,,Pin,ChannelType,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,3,CHAN_NAM,,,Pin,ChannelName,CLKIN,DIN0,CLKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,4,PHY_NAM,,,Pin,PhysicalPinName,10911,11013,11607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,5,LOG_NAM,,,Pin,LogicalPinName,F3,,F8,LD_COMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,6,HEAD_NUM,,INDEX,Pin,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PMR,7,SITE_NUM,,INDEX,Pin,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,1,WAFR_SIZ,,,Wmc,WaferDiameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,2,DIE_HT,,,Wmc,DieHeight,4.87,4.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,3,DIE_WID,,,Wmc,DieWidth,3.47,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,4,WF_UNITS,,,Wmc,WaferDieUnits,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,5,WF_FLAT,,,Wmc,FlatOrientation,D,R,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,6,CENTER_X,,,Wmc,CenterDieX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,7,CENTER_Y,,,Wmc,CenterDieY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,8,POS_X,,,Wmc,PositiveDirectionX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WCR,9,POS_Y,,,Wmc,PositiveDirectionY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PCR,1,HEAD_NUM,,INDEX,Part,Head,1,1,1,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PCR,2,SITE_NUM,,INDEX,Part,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PCR,3,PART_CNT,,,Part,PartCount,848,643,1037,1800,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PCR,4,RTST_CNT,,,Part,RetestCount,28,21,0,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PCR,5,ABRT_CNT,,,Part,AbortCount,,,,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PCR,6,GOOD_CNT,,,Part,GoodCount,820,622,1034,1693,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PCR,7,FUNC_CNT,,,Part,FunctionalCount,,,,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,HBR,,,Constant for HBR,,Bin,Type,Hardware,Hardware,Hardware,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,HBR,1,HEAD_NUM,,,Bin,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,HBR,2,SITE_NUM,,,Bin,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,HBR,3,HBIN_NUM,,,Bin,Number,1,1,1,1,,,,,,,,,,,BinNumber,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,HBR,4,HBIN_CNT,,,Bin,Count,820,622,1034,1693,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,HBR,5,HBIN_PF,,,Bin,PassFail,P,P,P,,,,,,,,,,,,BinPassFail,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,HBR,6,HBIN_NAM,,,Bin,Name,,Pass,Pass,,,,,,,,,,,,BinName,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SBR,,,Constant for SBR,,Bin,Type,Software,Software,Software,Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SBR,1,HEAD_NUM,,,Bin,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SBR,2,SITE_NUM,,,Bin,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SBR,3,SBIN_NUM,,,Bin,Number,1,1,1,1,,,,,,,,,,,BinNumber,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SBR,4,SBIN_CNT,,,Bin,Count,820,622,1034,1693,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SBR,5,SBIN_PF,,,Bin,PassFail,P,P,P,P,,,,,,,,,,,BinPassFail,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,SBR,6,SBIN_NAM,,,Bin,Name,ALL GO,Pass,Pass,PASS_BIN1,,,,,,,,,,,BinName,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,,,Sequence of TSR record 1 .. N,INDEX,Param,Id,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,1,HEAD_NUM,,INDEX,Test,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,2,SITE_NUM,,INDEX,Test,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,3,TEST_TYP,,,Param,TestType,M,M,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,4,TEST_NUM,,INDEX,"Param
Test","TestNumber
PmId",4,0,0,100,PmId Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,5,EXEC_CNT,,,Test,ExecutionCount,876,43713,70315,1800,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,6,FAIL_CNT,,,Test,FailCount,10,69,3,0,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,7,ALRM_CNT,,,Test,AlarmCount,4294967295,4294967295,4294967295,0,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,8,TEST_NAM,,,Param,TestName,OS_Bottom_Diode:Continuity,Continuity_Neg1:passVolt_mV[1],Continuity_Neg1:passVolt_mV[1],CONT_NEG_IPIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,9,SEQ_NAME,,,Param,SequencerName,(null),(null),(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,10,TEST_LBL,,,Param,TestLabel,(null),(null),(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,11,OPT_FLAG,,,,,c8,c8,c8,ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,12,TEST_TIM,,,Test,TestAvgTime,0.054310996,0.08434012,0.0713264,,Summary 255: WeightenedAvg(Avgs)  !!!! TBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,13,TEST_MIN,,,Test,TestMinValue,-0.447107,-113.342,-145.56206,,Summary 255: Min(Mins),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,14,TEST_MAX,,,Test,TestMaxValue,-0.003832,1.25098656E8,1.25216344E8,,Summary 255: Max(Maxs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,15,TST_SUMS,,,Test,TestSumValue,-17858.07,8.2749735E10,1.29340883E11,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,TSR,16,TST_SQRS,,,Test,TestSumSqrValue,5694.3647,450.9363,1.34530437E10,,Summary 255: Sum(SumSqrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WIR,1,HEAD_NUM,,INDEX,Wafer,Head,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WIR,2,SITE_GRP,,INDEX,Wafer,SiteGroup,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WIR,3,START_T,,,Wafer,StartTime,2013/05/03 23:26:10 [1367623570],2016/03/10 17:54:39 [1457632479],,2017/01/16 00:58:10 [1484528290],,,,,,,,,,,StartTime,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WIR,4,WAFER_ID,,,Wafer,WaferId,22,P48P98-20F6,,11FSC105SEF5,,,,,,,,,,,"WaferId
<LOT_ID>_<WAFER_ID>",,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,1,HEAD_NUM,,INDEX,Wafer,Head,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,2,SITE_GRP,,INDEX,Wafer,SiteGroup,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,3,FINISH_T,,,Wafer,FinishTime,2013/05/04 01:51:16 [1367632276],2016/03/10 20:30:08 [1457641808],,2017/01/16 02:18:42 [1484533122],,,,,,,,,,,EndTime,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,4,PART_CNT,,,Wafer,PartCount,3368,2593,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,5,RTST_CNT,,,Wafer,RetestCount,121,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,6,ABRT_CNT,,,Wafer,AbortCount,,4294967295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,7,GOOD_CNT,,,Wafer,GoodCount,3277,2512,,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,8,FUNC_CNT,,,Wafer,FunctionalCount,,4294967295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,9,WAFER_ID,overrides WIR,,Wafer,WaferId,22,P48P98-20F6,,11FSC105SEF5,!overrides value from WIR!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,10,FABWF_ID,,,Wafer,FabWaferId,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,11,FRAME_ID,,,Wafer,WaferFrameId,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,12,MASK_ID,,,Wafer,WaferMaskId,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,13,USR_DESC,,,Wafer,WaferUserDesc,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,WRR,14,EXC_DESC,,,Wafer,WaferExecDesc,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PIR,1,HEAD_NUM,,,Unit,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PIR,2,SITE_NUM,,,Unit,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,1,HEAD_NUM,,,Unit,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,2,SITE_NUM,,,Unit,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,3,PART_FLG,,,Unit,PartFlag,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,4,NUM_TEST,,,Unit,TestCount,7,66,68,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,5,HARD_BIN,,,Unit,HardBin,6,1,1,15,,,,,,,,,,,HardBinResult,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,6,SOFT_BIN,,,Unit,SoftBin,10,1,1,15,,,,,,,,,,,SoftBinResult,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,7,X_COORD,,,Unit,X,24,15,,64,,,,,,,,,,,DieX,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,8,Y_COORD,,,Unit,Y,1,3,,64,,,,,,,,,,,DieY,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,9,TEST_T,,,Unit,TestTime,544,10886,6138,0,,,,,,,,,,,Die_Elapsed_ms,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,10,PART_ID,,,Unit,PartId,1,1,1,0,,,,,,,,,,,DieId,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,11,PART_TXT,,,Unit,PartText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PRR,12,PART_FIX,,,Unit,PartFix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PTR,1,TEST_NUM,,INDEX,Meas,PmId,78,0,0,201,PmId Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PTR,2,HEAD_NUM,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PTR,3,SITE_NUM,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDFXML dataPOWER - Mapping,,,PTR,4,TEST_FLG,"To process must follow this AND mask:
TEST_FLG AND 00111111 = 0
if (bit6 == 0) then { PF = bit7 } else { no PF }",CONDITION,Meas,PF,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
