SheetName,Structure,Origin,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Validation,XML File,Unnamed: 6,UVA,UVA.1,UVA.2,USR,Comments,File:,7G0FN07-92118-01_3_20190121_094231_1061C.stdf,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,20170927,PinId renamed to PinIndex,dataPOWER used,dataPOWER,FILE,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170114081437.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170125052513.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170128170445.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170206115713.stdf,AP0102_PC6S61_CP2_PC6S61-06G3_20170124154639.stdf,AP0202_P48P98_CP2_P48P98-20F6_20160310175436.stdf,P010A0TBAC-K1-SWF_PCBH24_PCBH24-01G6_20170121055708.stdf,ATH03_AP0202_CKF190004_619ON04E_20160518_12h49m04s_RS_1M.stdf.txt,1_AP0202_1_619ON04E_20160518_12h58m36s_FT_1.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_13h29m20s_FT_1A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_14h11m29s_FT_1B.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h31m45s_RS_2A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h49m41s_RS_3A.stdf.txt,AT10_AP0100A_MY5526709D_737ON40E_20171003_13h40m05s_FT_1A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_22h40m55s_FT_1A.stdf,ATH03_AP0102_CKG350016_735ON11E_20170910_14h40m09s_RS_1M.stdf,ATH03_AP0202_CKG080039_708ON39E_20170402_03h12m01s_FT_1A.stdf,ATH10_AP0100A_MY5526709A_737ON37E_20171003_08h29m44s_RS_2A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_13h49m55s_FT_1A.stdf,P010A0TBAC-K1-SWF_P4KA33_P4KA33-01F0_20160402053641.stdf,print TEST_TXTs PTR MPR FTR,awk -F': ' '/^PTR|^MPR|^FTR/ { PRINT=1; } /^$/ { PRINT=0; } /^   TEST_TXT:/ { if ( PRINT == 1 ) { print($0); } }',TestCount should be renamed to TestsExecuted
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_LLMFMT: %7.9f,,RTN_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_HLMFMT: %7.9f,,PGM_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_SPEC: 0.0,,PGM_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_SPEC: 0.0,,"FAIL_PIN: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VECT_NAM: Check_CRC_Blank_512.bst,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPR,,TIME_SET: EID_Write_Spec,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,OP_CODE: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,TEST_TXT: OPTM_Blank_Check_501:Functional[1],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 4,,ALARM_ID: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,PROG_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARM_FLG: c0,,RSLT_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN_ICNT: 6,,PATG_NUM: 255,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSLT_CNT: 6,,SPIN_MAP: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RTN_STAT: 0, 0, 0, 0, 0, (null)",,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RTN_RSLT: -0.483885, -0.483701, -0.484775, -0.484647, -0.488138, -0.488352",,DTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: OS_Bottom_Diode2_passVolt_mV_1,,TEXT_DAT: EID Read Site1: 00000000CE164804D345389A118ABA81,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT_FLAG: e,,GDR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RES_SCAL: 3,,"GEN_DATA: 240, 0, EID Read Site1: 00000000CE164804D345389A118ABA81",,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LLM_SCAL: 3,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLM_SCAL: 3,,DTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_LIMIT: -0.65,,TEXT_DAT: EID Read Site2: 000000005CA8042230A502B98840C613,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_LIMIT: -0.35,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,START_IN: 0.0,,GDR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INCR_IN: 0.0,,"GEN_DATA: 240, 0, EID Read Site2: 000000005CA8042230A502B98840C613",,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RTN_INDX: 273, 275, 272, 274, 276, 277",,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITS: V,,DTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITS_IN: (null),,TEXT_DAT: EID Read Site3: 00000000EC808A1499EE428AC89D188B,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_RESFMT: %7.9f,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_LLMFMT: %7.9f,,GDR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_HLMFMT: %7.9f,,"GEN_DATA: 240, 0, EID Read Site3: 00000000EC808A1499EE428AC89D188B",,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_SPEC: 0.0,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_SPEC: 0.0,,DTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEXT_DAT: EID Read Site4: 000000008EDC000110107808113AB511,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTR,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,GDR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,"GEN_DATA: 240, 0, EID Read Site4: 000000008EDC000110107808113AB511",,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 1,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,FTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARM_FLG: c0,,TEST_NUM: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESULT: -0.44789,,HEAD_NUM: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: OS_Bottom_Diode3_passVolt_mV_1__DAC_REF,,SITE_NUM: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,TEST_FLG: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT_FLAG: e,,OPT_FLAG: f7,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RES_SCAL: 3,,CYCL_CNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LLM_SCAL: 3,,REL_VADR: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLM_SCAL: 3,,REPT_CNT: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_LIMIT: -0.6,,NUM_FAIL: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_LIMIT: -0.3,,XFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITS: V,,YFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_RESFMT: %7.9f,,VECT_OFF: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_LLMFMT: %7.9f,,RTN_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_HLMFMT: %7.9f,,PGM_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_SPEC: 0.0,,RTN_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_SPEC: 0.0,,RTN_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGM_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTR,,PGM_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,FAIL_PIN: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,VECT_NAM: EID_Read_All_mPort.bst,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 2,,TIME_SET: EID_Write_Spec,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,OP_CODE: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARM_FLG: c0,,TEST_TXT: EID_Read_DigCap:Functional[1],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESULT: -0.449198,,ALARM_ID: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: OS_Bottom_Diode3_passVolt_mV_1__DAC_REF,,PROG_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,RSLT_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT_FLAG: e,,PATG_NUM: 255,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RES_SCAL: 3,,SPIN_MAP: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LLM_SCAL: 3,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLM_SCAL: 3,,FTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_LIMIT: -0.6,,TEST_NUM: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_LIMIT: -0.3,,HEAD_NUM: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITS: V,,SITE_NUM: 2,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_RESFMT: %7.9f,,TEST_FLG: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_LLMFMT: %7.9f,,OPT_FLAG: f7,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_HLMFMT: %7.9f,,CYCL_CNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_SPEC: 0.0,,REL_VADR: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_SPEC: 0.0,,REPT_CNT: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUM_FAIL: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTR,,XFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,YFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,VECT_OFF: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 3,,RTN_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,PGM_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARM_FLG: c0,,RTN_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESULT: -0.447783,,RTN_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: OS_Bottom_Diode3_passVolt_mV_1__DAC_REF,,PGM_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,PGM_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT_FLAG: e,,FAIL_PIN: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RES_SCAL: 3,,VECT_NAM: EID_Read_All_mPort.bst,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LLM_SCAL: 3,,TIME_SET: EID_Write_Spec,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLM_SCAL: 3,,OP_CODE: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_LIMIT: -0.6,,TEST_TXT: EID_Read_DigCap:Functional[1],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_LIMIT: -0.3,,ALARM_ID: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITS: V,,PROG_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_RESFMT: %7.9f,,RSLT_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_LLMFMT: %7.9f,,PATG_NUM: 255,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_HLMFMT: %7.9f,,SPIN_MAP: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_SPEC: 0.0,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_SPEC: 0.0,,FTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTR,,HEAD_NUM: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,SITE_NUM: 3,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,TEST_FLG: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 4,,OPT_FLAG: f7,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,CYCL_CNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARM_FLG: c0,,REL_VADR: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESULT: -0.447233,,REPT_CNT: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: OS_Bottom_Diode3_passVolt_mV_1__DAC_REF,,NUM_FAIL: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,XFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT_FLAG: e,,YFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RES_SCAL: 3,,VECT_OFF: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LLM_SCAL: 3,,RTN_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLM_SCAL: 3,,PGM_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_LIMIT: -0.6,,RTN_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_LIMIT: -0.3,,RTN_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITS: V,,PGM_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_RESFMT: %7.9f,,PGM_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_LLMFMT: %7.9f,,FAIL_PIN: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_HLMFMT: %7.9f,,VECT_NAM: EID_Read_All_mPort.bst,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO_SPEC: 0.0,,TIME_SET: EID_Write_Spec,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI_SPEC: 0.0,,OP_CODE: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: EID_Read_DigCap:Functional[1],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTR,,ALARM_ID: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,PROG_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,RSLT_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 1,,PATG_NUM: 255,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,SPIN_MAP: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT_FLAG: f7,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYCL_CNT: 0,,FTR,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REL_VADR: 0,,TEST_NUM: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REPT_CNT: 1,,HEAD_NUM: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUM_FAIL: 0,,SITE_NUM: 4,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFAIL_AD: 0,,TEST_FLG: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YFAIL_AD: 0,,OPT_FLAG: f7,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VECT_OFF: 0,,CYCL_CNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN_ICNT: 0,,REL_VADR: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGM_ICNT: 0,,REPT_CNT: 1,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN_INDX: (null),,NUM_FAIL: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN_STAT: (null),,XFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGM_INDX: (null),,YFAIL_AD: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGM_STAT: (null),,VECT_OFF: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_PIN: [],,RTN_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VECT_NAM: nand_tree_0131,,PGM_ICNT: 0,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TIME_SET: 1,1,1",,RTN_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP_CODE: (null),,RTN_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: NAND_Functional_1,,PGM_INDX: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,PGM_STAT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROG_TXT: (null),,FAIL_PIN: [],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSLT_TXT: (null),,VECT_NAM: EID_Read_All_mPort.bst,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATG_NUM: 255,,TIME_SET: EID_Write_Spec,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIN_MAP: [],,OP_CODE: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: EID_Read_DigCap:Functional[1],,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTR,,ALARM_ID: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,PROG_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,RSLT_TXT: (null),,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 2,,PATG_NUM: 255,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,SPIN_MAP: [],,,,,,,
