1614,@4_Bin_@,@,4,Software,F,FALSE
1615,@!_Bin_@,@,!,Software,F,FALSE
1616,@@_Bin_@,@,@,Software,F,FALSE
1617,@$_Bin_@,@,$,Software,F,FALSE
1618,@%_Bin_@,@,%,Software,F,FALSE
1619,@^_Bin_@,@,^,Software,F,FALSE
1620,@#_Bin_@,@,#,Software,F,FALSE
1621,@*_Bin_@,@,*,Software,F,FALSE
1622,@{_Bin_@,@,{,Software,F,FALSE
1623,@}_Bin_@,@,},Software,F,FALSE
1624,@[_Bin_@,@,[,Software,F,FALSE
1625,@]_Bin_@,@,],Software,F,FALSE
1626,@-_Bin_@,@,-,Software,F,FALSE
1627,@+_Bin_@,@,+,Software,F,FALSE
1628,@>_Bin_@,@,>,Software,F,FALSE
1629,@<_Bin_@,@,<,Software,F,FALSE
1630,@~_Bin_@,@,~,Software,F,FALSE
1631,@=_Bin_@,@,=,Software,F,FALSE
1632,@&_Bin_@,@,&,Software,F,FALSE
1633,@L_Bin_@,@,L,Software,F,FALSE
1634,@B_Bin_@,@,B,Software,F,FALSE
1635,@e_Bin_@,@,e,Software,F,FALSE
1636,@C_Bin_@,@,C,Software,F,FALSE
1637,@P_Bin_@,@,P,Software,F,FALSE
1638,@s_Bin_@,@,s,Software,F,FALSE
1639,@S_Bin_@,@,S,Software,F,FALSE
1640,@V_Bin_@,@,V,Software,F,FALSE
1641,@v_Bin_@,@,v,Software,F,FALSE
1642,@b_Bin_@,@,b,Software,F,FALSE
1643,@W_Bin_@,@,W,Software,F,FALSE
1644,@N_Bin_@,@,N,Software,F,FALSE
1645,@K_Bin_@,@,K,Software,F,FALSE
1646,@F_Bin_@,@,F,Software,F,FALSE
1647,@f_Bin_@,@,f,Software,F,FALSE
1648,@H_Bin_@,@,H,Software,F,FALSE
1649,@I_Bin_@,@,I,Software,F,FALSE
1650,@i_Bin_@,@,i,Software,F,FALSE
1651,@A_Bin_@,@,A,Software,F,FALSE
1652,@G_Bin_@,@,G,Software,F,FALSE
1653,@T_Bin_@,@,T,Software,F,FALSE
1654,@t_Bin_@,@,t,Software,F,FALSE
1655,@R_Bin_@,@,R,Software,F,FALSE
1656,@D_Bin_@,@,D,Software,F,FALSE
1657,@M_Bin_@,@,M,Software,F,FALSE
1658,@Z_Bin_@,@,Z,Software,F,FALSE
1659,@O_Bin_@,@,O,Software,F,FALSE
1660,@J_Bin_@,@,J,Software,F,FALSE
1661,@X_Bin_@,@,X,Software,F,FALSE
1662,@U_Bin_@,@,U,Software,F,FALSE
1663,@E_Bin_@,@,E,Software,F,FALSE
1664,@p_Bin_@,@,p,Software,F,FALSE
1665,@5_Bin_@,@,5,Software,F,FALSE
1666,@6_Bin_@,@,6,Software,F,FALSE
1667,@7_Bin_@,@,7,Software,F,FALSE
1668,@8_Bin_@,@,8,Software,F,FALSE
1669,@9_Bin_@,@,9,Software,F,FALSE
1670,@Y_Bin_@,@,Y,Software,F,FALSE
1671,@c_Bin_@,@,c,Software,F,FALSE
1672,@Q_Bin_@,@,Q,Software,F,FALSE
1673,@a_Bin_@,@,a,Software,F,FALSE
1674,@d_Bin_@,@,d,Software,F,FALSE
1675,@g_Bin_@,@,g,Software,F,FALSE
1676,@h_Bin_@,@,h,Software,F,FALSE
1677,@j_Bin_@,@,j,Software,F,FALSE
1678,@k_Bin_@,@,k,Software,F,FALSE
1679,@l_Bin_@,@,l,Software,F,FALSE
1680,@m_Bin_@,@,m,Software,F,FALSE
1681,@n_Bin_@,@,n,Software,F,FALSE
1682,@o_Bin_@,@,o,Software,F,FALSE
1683,@q_Bin_@,@,q,Software,F,FALSE
1684,@r_Bin_@,@,r,Software,F,FALSE
1685,@u_Bin_@,@,u,Software,F,FALSE
1686,@w_Bin_@,@,w,Software,F,FALSE
1687,@x_Bin_@,@,x,Software,F,FALSE
1688,@y_Bin_@,@,y,Software,F,FALSE
1689,@z_Bin_@,@,z,Software,F,FALSE
1690,@0_Bin_@,@,0,Software,F,FALSE
1710,$1_Bin_$,$,1,Software,F,FALSE
1712,$2_Bin_$,$,2,Software,F,FALSE
1713,$3_Bin_$,$,3,Software,F,FALSE
1714,$4_Bin_$,$,4,Software,F,FALSE
1715,$!_Bin_$,$,!,Software,F,FALSE
1716,$@_Bin_$,$,@,Software,F,FALSE
1717,$$_Bin_$,$,$,Software,F,FALSE
1718,$%_Bin_$,$,%,Software,F,FALSE
1719,$^_Bin_$,$,^,Software,F,FALSE
1720,$#_Bin_$,$,#,Software,F,FALSE
1721,$*_Bin_$,$,*,Software,F,FALSE
1722,${_Bin_$,$,{,Software,F,FALSE
1723,$}_Bin_$,$,},Software,F,FALSE
1724,$[_Bin_$,$,[,Software,F,FALSE
1725,$]_Bin_$,$,],Software,F,FALSE
1726,$-_Bin_$,$,-,Software,F,FALSE
1727,$+_Bin_$,$,+,Software,F,FALSE
1728,$>_Bin_$,$,>,Software,F,FALSE
1729,$<_Bin_$,$,<,Software,F,FALSE
1730,$~_Bin_$,$,~,Software,F,FALSE
1731,$=_Bin_$,$,=,Software,F,FALSE
1732,$&_Bin_$,$,&,Software,F,FALSE
1733,$L_Bin_$,$,L,Software,F,FALSE
1734,$B_Bin_$,$,B,Software,F,FALSE
1735,$e_Bin_$,$,e,Software,F,FALSE
1736,$C_Bin_$,$,C,Software,F,FALSE
1737,$P_Bin_$,$,P,Software,F,FALSE
1738,$s_Bin_$,$,s,Software,F,FALSE
1739,$S_Bin_$,$,S,Software,F,FALSE
1740,$V_Bin_$,$,V,Software,F,FALSE
1741,$v_Bin_$,$,v,Software,F,FALSE
1742,$b_Bin_$,$,b,Software,F,FALSE
1743,$W_Bin_$,$,W,Software,F,FALSE
1744,$N_Bin_$,$,N,Software,F,FALSE
1745,$K_Bin_$,$,K,Software,F,FALSE
1746,$F_Bin_$,$,F,Software,F,FALSE
1747,$f_Bin_$,$,f,Software,F,FALSE
1748,$H_Bin_$,$,H,Software,F,FALSE
1749,$I_Bin_$,$,I,Software,F,FALSE
1750,$i_Bin_$,$,i,Software,F,FALSE
